,grav
115681,4
45167,4
230089,1
60796,4
183448,4
118966,4
191764,4
26899,4
48049,1
305039,1
63414,4
306016,3
280934,4
169363,1
43068,4
73113,4
21373,1
262864,1
236809,1
216904,1
128201,1
202976,1
326816,4
43324,1
189088,2
181171,4
104068,4
113011,1
68936,1
93418,1
318077,1
101546,3
208848,3
59051,4
236542,4
170508,1
101746,4
256555,1
11057,1
59255,3
144151,1
289400,2
46162,1
125666,3
226795,1
51215,1
273046,4
302327,1
295126,1
103783,1
152536,4
284703,1
236264,1
275848,4
103856,4
141946,1
269848,4
41153,1
316970,1
171202,1
248459,1
325213,4
43066,4
4267,4
300589,4
50304,3
172801,1
48779,1
237214,4
157837,4
167053,3
2544,4
28048,4
68458,3
285191,1
290931,4
93878,4
15034,3
240984,3
28938,4
190995,4
197571,1
244848,1
224955,3
52316,1
318600,3
143312,4
217811,4
266671,4
157390,4
4987,1
215713,4
149725,1
237766,3
152993,4
13669,4
273067,1
292841,1
33608,1
46139,4
180816,1
214385,4
301305,4
261955,1
10117,3
317723,1
120126,1
301012,1
233258,3
283979,1
146164,4
66208,3
195203,3
52063,1
270459,3
207379,1
54559,1
160893,4
127681,3
269401,4
85630,1
232489,4
122234,1
222597,1
293345,4
280139,4
258713,3
63622,4
327242,4
278056,4
317627,4
92999,1
290289,1
280350,1
177328,4
71341,1
3337,4
49345,4
113852,2
151005,4
12247,4
145266,4
196415,4
43386,1
259348,4
62394,4
263391,3
27740,1
99677,4
12965,1
225206,3
25987,1
236353,1
44679,3
5284,1
109324,3
299981,4
42738,2
86369,4
64259,4
323783,3
156200,1
324710,1
317645,3
77483,1
181926,1
105155,2
240217,1
103756,4
284396,4
262501,4
166200,1
159999,1
237626,4
13536,3
103725,4
186670,1
35696,1
205512,1
232119,3
263184,4
269598,4
103050,1
72770,1
315501,1
233678,4
116971,3
42649,1
174207,4
53732,1
237851,3
19565,3
93890,1
137155,1
197023,1
75919,1
164419,4
73707,4
321785,1
168519,4
217471,1
164670,3
327822,2
122104,1
214857,1
217990,1
9523,3
104453,4
85069,4
173339,1
208301,1
82882,4
296742,4
78077,1
208764,1
305968,2
296323,1
296054,4
220871,1
276022,4
177724,1
297179,4
167663,3
200917,4
206486,3
18306,1
158674,4
9024,1
271598,1
250533,4
255048,3
68740,4
256916,4
31030,1
132935,3
4527,1
237815,1
257700,4
284083,1
319405,4
326366,1
320725,3
31113,2
82095,4
89252,1
253895,3
325641,1
66212,4
114871,1
246791,2
300029,4
252055,4
129405,4
161155,3
224360,1
264034,1
99716,3
40540,1
25388,1
284524,4
64156,4
314655,3
299890,3
6971,1
67672,4
37194,4
22146,1
51798,1
27192,2
276185,1
312210,3
310814,4
276087,4
70635,1
2051,3
273609,4
314340,4
267387,3
167013,4
32774,1
278846,1
245598,1
222933,4
116195,3
292020,3
301376,4
79836,4
191430,1
63940,4
305265,1
244157,4
214930,4
274601,1
238278,4
39598,1
99055,4
82052,4
6478,2
68194,1
108877,4
158850,1
140288,3
100596,1
233135,3
31755,3
64848,3
222014,1
133563,1
175280,1
155495,3
222895,2
106424,4
102554,1
64284,1
314576,1
256862,4
126288,1
164270,1
34107,4
219538,1
14222,4
115232,4
223058,4
177009,1
87570,3
24808,1
169004,1
139041,4
91631,1
50489,4
147951,4
127220,3
93118,4
67442,4
42259,1
38402,4
191559,3
206568,1
190170,1
96982,4
22886,4
215831,4
166131,4
83009,1
6840,4
215738,3
327315,4
154624,4
144350,1
65357,4
199843,3
325713,1
136335,4
14375,4
231922,1
297709,4
83429,3
49740,1
165443,2
315613,3
41982,1
141016,1
74662,1
181917,1
186456,1
191705,3
42579,1
3851,3
192655,1
39271,1
1732,1
233775,1
9430,4
201155,4
125930,4
30318,4
39637,2
182885,4
118903,3
322627,3
160145,3
315695,4
304817,4
176303,4
185351,4
158241,1
15394,4
86512,2
235741,2
121452,4
154599,4
311629,1
221197,1
235967,1
313383,4
280033,1
224330,1
21559,1
318728,1
50729,4
244219,4
248337,1
241146,1
220498,4
256541,1
38300,4
266909,4
285618,1
57488,1
66644,1
299239,1
7473,4
220874,1
309889,1
2492,4
94590,4
65619,1
246192,1
110925,4
63449,1
164832,3
260939,4
84332,4
88196,4
101410,4
173606,4
320675,1
90730,1
77488,4
34134,4
50568,1
139205,1
88353,2
94502,4
292967,4
192272,1
52657,1
100170,1
112221,4
317439,1
211855,4
76760,4
161351,1
312450,3
15409,1
267280,3
225816,1
6324,4
104067,3
97258,4
118918,4
282767,4
2553,3
225867,1
252435,2
107025,1
48455,3
166236,4
26298,1
33419,1
97062,3
81822,1
27412,4
67104,4
244618,3
33022,1
5842,1
63585,4
286081,4
64799,1
280711,1
248462,4
162899,1
217736,3
229870,1
260635,1
222949,1
133206,4
195067,1
197222,1
134911,1
49468,1
72653,1
11228,1
127205,1
75921,4
113938,4
60695,4
21551,3
83581,4
157600,3
248409,3
195455,4
296462,3
261237,1
118406,1
207088,4
131331,3
273856,1
237357,1
265054,4
317238,1
132927,1
252827,4
222013,1
54279,1
133588,4
35916,1
2100,1
32334,4
59853,4
100738,4
271921,1
313319,1
292914,4
196593,4
300470,3
49512,1
47910,4
25303,4
223580,3
272061,4
123881,4
307428,1
160882,4
235837,1
31073,4
246175,4
117989,2
139704,4
107800,1
296002,1
98011,1
192539,1
154519,1
305385,4
18777,4
124307,4
161505,1
213211,1
319746,1
298099,3
63866,3
229339,1
192819,3
234436,1
206825,4
115000,1
16856,1
247151,1
55689,4
147510,4
103696,1
276862,1
65402,1
123966,1
184720,4
305527,2
148654,1
253521,3
116044,4
117793,4
37720,4
206013,4
34475,3
216344,4
284931,1
207692,1
37933,1
200320,1
132593,4
84461,2
138017,4
77732,4
211602,1
161833,4
219320,2
238754,4
261511,1
169384,1
284433,4
90312,4
327239,4
250220,3
58774,4
261060,4
47496,4
172033,3
166532,2
301080,1
295824,4
199983,4
297214,3
205834,4
154049,3
173720,1
144207,1
274848,3
260993,1
47786,2
312025,4
316918,4
208950,3
230446,1
154613,4
105324,1
131850,1
67725,1
266093,3
177404,4
57246,4
293614,4
95003,1
214582,1
106666,3
305286,4
86622,1
34639,1
29157,1
11892,1
28534,3
9468,4
302079,1
264639,3
216891,3
218305,3
268747,4
97537,1
14986,4
388,1
316286,1
103136,4
39150,1
154623,3
65308,1
321987,3
6016,1
98827,4
293076,4
64015,1
184073,3
134462,1
255018,1
18685,1
216482,4
111747,3
155565,1
44249,1
326247,4
132478,1
235241,1
288832,3
167846,3
319492,3
240077,4
191473,1
260633,4
130282,4
191127,3
222747,1
173257,4
29657,3
325909,1
260220,3
233148,1
278167,1
110044,4
5294,1
155933,1
282617,4
91349,4
12919,1
94891,1
142851,4
274008,4
324271,4
205436,4
308478,4
117189,4
114788,3
199639,4
250673,1
12867,1
145778,4
261261,3
40002,2
210858,4
133788,2
8159,4
245124,1
325583,1
325261,3
45659,3
271326,1
122686,1
133255,4
58068,2
18989,3
196074,4
15766,4
326508,1
183476,4
302559,4
100515,1
16786,1
44919,1
186427,4
279854,3
95548,3
192083,4
76817,4
314456,1
137805,1
109171,1
26059,1
10380,4
287482,4
42362,3
251126,4
146485,1
303005,4
298274,4
319278,1
26906,1
47010,1
293929,1
3048,4
138813,4
194371,1
226060,4
225342,3
259107,1
145176,1
27303,1
278447,4
247475,3
44098,1
303436,1
309531,2
176667,2
53243,1
136697,4
199210,4
260090,3
158601,2
97122,4
146667,1
70665,4
121806,4
81160,1
91387,4
146696,4
50554,3
162022,1
1565,1
294417,3
189331,3
200306,1
305114,1
281538,3
278875,1
258577,1
23623,3
232108,4
75846,1
83668,1
18521,1
31651,4
15566,4
59559,4
306646,4
163986,4
18612,1
139162,1
36026,1
160441,1
74753,4
82795,1
166364,4
192600,1
129057,1
93714,4
265963,4
195521,1
29497,4
259561,4
141942,1
189243,4
26438,1
98591,1
226121,3
289252,4
262077,1
42758,1
50017,3
308346,1
151080,1
116668,4
174463,1
114047,1
265149,1
60405,1
221103,4
34966,4
294023,4
319335,1
255562,3
305117,4
104699,4
179478,1
15017,4
76734,4
103473,4
287596,4
117542,1
182719,1
133653,1
254791,4
302156,1
194056,4
276608,4
323248,3
304427,3
306188,3
193899,4
39789,4
213734,1
134881,3
294294,1
235144,4
95515,3
50511,1
95373,4
28578,4
226045,1
21431,4
93821,3
92279,4
143140,4
8611,4
315700,1
302024,1
51715,1
216929,4
298615,1
311868,4
51074,1
26952,4
174872,1
321370,1
25335,4
310148,1
176281,1
321016,1
14774,1
282679,1
255829,3
106682,1
103349,4
114657,1
190202,1
89541,1
309202,1
59727,1
233519,1
71448,4
230012,1
282715,4
253075,4
37256,4
147868,1
244261,4
136496,4
248175,1
53001,4
62797,1
84419,1
121231,4
50460,1
300830,1
245863,1
136863,4
148740,1
205249,1
76805,1
325462,3
28414,1
244078,4
239859,4
259167,4
138838,4
143281,4
20940,1
255997,4
106594,3
41024,1
255884,4
141332,4
95176,1
60619,1
107196,4
198413,1
211528,4
273620,1
260704,4
71151,3
101224,4
69304,4
30547,3
47539,1
1679,1
198137,1
122392,4
78994,4
262699,4
191026,3
177952,1
31743,1
298222,1
237239,4
231289,1
99519,4
66106,4
21444,3
250483,1
254964,1
308630,4
23261,4
291151,3
137525,1
266397,1
293371,4
52534,1
274937,4
179255,4
264153,4
263119,3
190693,3
237394,1
11626,1
127367,1
36730,1
323112,1
170913,3
247712,1
25690,1
130462,3
213669,3
31485,3
63613,3
174371,4
51527,1
180126,1
80512,4
118438,3
221820,1
210053,4
275940,1
167325,4
9876,4
249312,1
128553,4
206503,1
256264,4
107678,1
115489,4
26292,4
6681,4
275833,1
214819,4
36842,4
2104,3
153096,1
94375,1
57473,1
117624,1
11719,4
82135,3
38392,3
124845,3
142696,4
233498,3
281941,4
183955,4
38991,1
292308,4
100883,1
17808,1
305816,4
220288,1
231249,4
317592,4
39798,4
191888,1
213043,1
153110,4
47743,1
57002,1
301745,1
235590,4
271801,1
184716,4
296684,4
274030,4
319732,1
11982,1
86784,4
224641,4
287617,4
30211,4
2886,3
98240,4
294252,1
71976,1
209853,1
233290,4
265814,1
229096,1
70262,3
206583,1
67400,1
42776,1
41400,3
3845,4
326708,1
230249,3
132727,4
287990,4
241642,4
52625,1
53926,3
310631,3
181739,4
211630,1
28526,1
168680,4
168380,1
74644,1
175980,4
98404,4
108574,4
31535,1
303378,1
9333,3
77418,4
191775,4
291842,1
191979,4
167090,4
4186,1
314707,1
216327,4
77256,1
116000,4
191964,1
5112,3
82188,4
25197,4
103271,3
172784,4
253719,1
157507,4
259568,1
42791,4
115831,3
16129,4
260060,4
16071,4
164281,4
282479,1
316494,3
182266,3
75774,4
324204,1
179562,4
282663,1
160337,1
218020,3
186545,3
293477,4
150830,1
306411,4
65804,3
154980,1
205048,1
93206,3
55006,3
157427,1
32869,1
317669,3
237381,1
282058,3
147206,1
16695,1
316099,4
166431,4
249855,4
107081,4
29836,1
22121,4
277163,1
304854,1
154110,1
246323,2
48759,1
286206,4
45646,1
47813,3
77239,1
188196,4
124332,4
122616,1
214014,1
76092,1
233454,4
201821,1
35139,3
35318,1
8030,4
61638,1
33988,4
134915,3
94809,4
277091,1
300795,1
318370,4
96924,4
220540,1
157379,1
80983,4
214330,4
42802,1
34772,1
261451,1
279308,2
318434,4
149610,4
17947,3
74870,4
2885,1
145322,4
260178,1
52175,4
255031,1
49921,4
291018,1
118286,1
202410,3
161873,4
129301,1
106432,4
92003,1
212540,4
160437,3
272083,1
153512,1
13340,1
70968,1
236665,4
95886,4
205201,1
79646,4
157163,1
211244,1
149426,3
279699,1
422,4
76706,4
226360,1
79025,1
281565,1
208027,4
7026,1
298193,1
157642,1
101725,3
16869,1
56182,1
306100,4
269216,3
317745,2
171884,1
80342,4
293855,4
60535,3
257421,3
85082,1
223568,1
222266,1
13466,1
186070,4
231291,4
138949,1
149140,4
292233,1
318105,1
296275,1
165544,1
70675,1
308968,1
47030,4
1038,3
42828,4
5707,1
39522,2
29066,3
284969,1
313400,3
45836,4
161466,3
105019,4
315402,4
42339,3
71828,1
131466,1
135012,4
108175,1
29804,3
164667,4
57022,3
22621,4
166993,1
85532,1
246014,1
33319,3
325912,4
273275,1
227973,1
222831,4
179725,3
93311,4
68359,3
251816,1
57707,4
291574,4
278506,1
145878,1
90935,3
266969,4
84019,4
52834,1
179089,1
118420,3
254660,4
296057,4
58459,3
112361,4
220982,4
137788,3
97534,4
323540,2
317362,4
264640,4
194233,1
159174,4
4133,3
242275,4
321051,4
187948,4
144907,1
229225,4
254141,1
149526,3
23565,1
177994,4
76131,4
239270,3
294201,1
186160,3
66552,1
279546,1
71010,4
291550,4
208498,1
74001,4
261399,1
32187,3
26566,1
72774,1
287274,1
180781,1
76953,4
50704,1
120862,4
102993,4
171398,3
15507,1
213069,4
70106,4
313752,1
109830,1
316871,1
50647,1
128848,1
287102,1
205768,1
302084,1
18653,1
234308,1
46054,1
205445,4
65756,1
71482,4
40217,4
83996,4
96455,1
148185,4
138921,1
56901,4
321509,4
126904,4
266420,4
58216,1
47240,3
304052,4
129300,1
67357,1
303930,4
106706,1
180316,3
125003,4
59646,4
325694,3
256867,4
146125,4
307347,4
233024,1
238034,4
179280,1
201220,4
107588,1
69056,4
131710,1
278706,4
273368,4
231468,3
125562,1
108502,1
313394,1
103186,4
206767,1
92069,3
294809,3
184746,4
233885,1
244550,3
37662,4
7806,4
76407,4
41097,4
90618,1
122528,3
295573,1
90560,4
225839,4
274352,3
39267,4
30787,1
269915,2
254332,2
137651,4
266990,1
315342,4
299378,1
288788,1
264779,1
278384,1
41439,3
166336,1
177625,3
229504,4
288731,3
117165,4
18220,1
264570,1
217521,1
272055,4
120273,4
67477,4
98480,4
105057,1
27370,4
21303,4
113514,1
157671,4
82879,1
78578,4
191218,1
257748,4
325645,4
264370,3
276849,1
189945,4
225617,4
248085,1
61855,4
280172,1
319643,4
224340,3
231382,4
178461,1
250739,1
18205,1
315432,1
122910,4
189270,4
177915,1
309918,1
180518,1
140365,1
44152,4
71070,1
304624,4
222360,1
33119,3
134,4
72545,1
259098,3
44338,3
325869,4
177022,1
236531,1
173866,1
317109,3
224962,4
69735,1
239722,3
19849,4
228730,4
181886,3
195055,1
22667,4
229492,1
176999,3
161862,1
292243,3
18096,1
298681,4
311196,3
89618,3
88697,4
147585,1
162083,1
86240,4
66421,2
244111,1
92996,3
75176,1
158795,4
275300,4
289634,4
310662,4
61475,4
59909,4
230626,1
71640,4
164360,4
143023,4
81646,4
200102,1
135728,1
59600,1
273733,1
122770,1
297069,1
182627,4
132106,1
325220,4
210301,1
249157,1
166683,3
287470,1
16244,4
284136,2
74995,3
300092,4
84385,4
73482,4
314345,4
239917,1
109729,1
255798,1
91679,1
32898,1
249875,4
245566,4
200374,4
236068,1
114521,3
114183,3
161551,1
193527,4
274966,1
129480,1
152848,3
218490,1
171947,1
241150,1
95476,3
157134,4
263703,4
158648,4
125877,1
244992,1
169940,4
236309,4
149783,1
76246,3
48447,1
287087,4
272309,1
130713,4
252093,3
251312,1
296514,3
286463,4
132343,4
223944,4
236181,1
282747,1
39115,1
57557,1
129242,2
17146,4
31345,3
90190,4
76310,1
167381,1
263412,1
137620,1
223054,1
238561,4
101108,1
214125,4
110181,1
40953,1
154191,1
190996,4
334,4
294322,4
11431,1
156776,1
289424,4
253069,4
136455,4
38048,1
47196,4
178304,1
35114,1
268451,3
184110,4
49555,4
294901,1
280228,4
60725,4
160914,1
38477,4
191861,1
70678,1
307734,1
295068,1
190350,4
188923,3
225389,4
267863,3
188291,1
236697,1
314995,1
71698,1
26239,4
326978,1
318639,1
147735,4
3042,2
128480,1
140378,1
47979,4
186615,4
45776,4
316636,1
132078,1
160069,3
127488,4
247142,4
299602,4
123986,1
160370,1
134668,4
285823,1
45624,4
281963,1
85736,4
235327,1
107105,3
295229,4
305717,3
132116,1
127660,4
239418,1
114899,1
213228,4
54050,4
4592,4
326713,4
65964,4
185296,1
34437,1
90513,1
305715,4
132203,1
187207,4
253250,4
257867,4
189026,1
46125,1
89557,1
196787,4
192627,1
116709,1
306292,3
28869,1
304835,1
60106,1
4989,4
267977,3
195299,1
31375,1
12523,1
222698,4
150197,1
244829,1
225118,4
74329,3
150496,4
309540,3
7767,1
314802,4
56832,1
147122,1
141338,4
149943,4
25604,3
71444,1
102910,4
302140,1
207009,4
167780,3
91647,4
186986,4
130041,1
195897,1
122243,3
282063,3
59452,1
5331,4
208094,3
60771,4
156780,4
291264,1
85265,1
203949,1
285774,4
74937,1
123313,4
60497,3
285036,1
54495,4
257782,1
198657,3
154120,3
254769,4
54426,1
193604,3
135093,4
208547,4
18506,4
227837,1
54903,3
122916,1
673,4
151732,1
239850,1
203790,4
112420,1
261287,1
224471,3
127738,1
211729,1
319874,1
65049,1
259028,1
323986,1
170556,3
92169,1
122550,4
158300,3
300358,4
6253,1
303136,1
61886,1
29298,1
84547,3
258890,1
74280,1
216294,4
49560,4
146839,4
98700,4
90508,4
295047,3
181985,4
291529,4
156021,1
319872,4
157358,4
91192,1
83202,4
272862,2
317537,1
45431,3
1959,1
229957,1
55720,1
248955,4
304013,4
196795,4
4885,1
197298,4
1705,1
112167,1
30633,1
278014,4
73330,4
41135,4
160143,1
62034,3
292564,1
249191,1
313511,1
82166,1
282196,3
186642,1
271835,4
106478,4
228336,1
153520,3
195988,1
228249,4
109039,1
128704,3
72857,3
260882,1
289488,1
230610,4
14940,1
16308,4
207578,1
321088,4
303479,1
140770,4
169915,1
261798,4
189151,1
148823,4
289664,1
93915,4
81178,1
45323,4
30573,1
49615,1
291914,4
61340,4
326793,4
51989,1
76073,1
11797,1
29585,1
173665,4
164342,4
264945,1
70683,1
74803,4
150597,4
38676,4
122653,1
312725,1
158276,3
230590,4
40374,4
151841,4
91721,4
308938,1
206517,4
303333,1
235354,1
94382,4
150823,1
107751,1
50290,3
319257,4
101082,1
173569,4
6596,4
305940,1
307696,1
111190,1
12798,4
246792,1
149760,4
149632,3
211154,4
609,1
166713,3
90224,4
176532,1
7701,1
190226,1
312171,1
37402,1
239321,4
102420,1
239782,1
235777,4
187815,1
107210,4
161374,4
278050,1
291188,3
53361,3
73670,4
186374,2
262553,3
10722,4
208047,4
201248,4
49782,4
263023,1
285854,4
266761,1
186390,4
162012,4
299781,4
255962,4
51543,4
313564,1
32547,4
230427,4
182313,1
24880,4
22374,4
38752,2
46926,4
22913,1
215344,1
83855,3
283760,1
293819,1
23122,1
249666,1
207444,4
317298,1
163174,4
180164,4
37463,4
223732,1
281160,4
264301,1
21215,1
287927,3
226382,1
315037,4
146917,3
63862,3
303645,1
256091,4
201876,1
122366,4
126879,4
204533,1
96269,4
250165,4
84440,4
152580,1
235339,1
274607,4
86856,1
276335,4
162914,2
168046,4
40998,1
325471,4
7671,1
49997,1
275162,4
1210,1
283129,4
53889,4
273404,3
273742,1
227784,1
202788,3
135366,1
208482,1
90896,1
127106,4
180898,1
111258,1
271133,4
180595,1
30062,4
106551,4
145561,1
296138,2
192140,4
231521,1
266712,1
106763,4
51088,4
151861,1
12234,4
100587,1
24254,1
14244,4
157835,1
117331,1
102277,1
271123,4
308001,1
38501,1
311745,4
200851,1
93043,1
47632,1
233530,3
81420,4
74630,4
101989,1
167120,1
183111,1
144884,1
140888,4
141299,3
191387,4
249975,1
44949,4
34347,4
86435,4
117562,1
137207,1
162827,1
297216,3
239899,4
308750,4
75353,4
115823,1
305780,1
244064,1
112561,1
137606,4
95389,4
211325,1
206950,4
185261,1
17904,1
286163,3
324859,4
296600,1
167138,1
252974,4
232783,1
303805,1
254897,1
31898,4
1713,1
68820,4
113360,1
167294,4
186811,4
103380,2
254927,1
311021,1
12878,2
274279,4
123693,1
237307,4
91894,3
14554,1
150063,3
234290,4
92051,1
95382,1
87613,1
234469,1
42861,1
6153,4
24253,4
200959,1
180274,3
190745,1
250513,4
157161,4
60174,4
218509,4
13414,1
36866,4
19737,1
272933,1
220070,4
139110,1
149419,4
66550,1
219256,3
4393,3
9238,3
286004,4
24266,1
292845,1
79224,4
291048,1
110430,2
325036,3
43128,3
84817,1
30658,4
322660,1
251422,4
316033,4
251162,1
170159,1
196731,1
232033,3
314394,4
237153,4
131488,4
9905,4
116984,2
282540,3
246786,3
268685,1
270084,4
38654,1
95832,4
30061,4
296334,1
9770,1
106768,4
188492,4
115308,3
153265,3
103005,1
129126,1
94966,1
168845,1
191570,3
54465,4
203628,3
110561,3
234087,1
65326,1
145551,4
74489,4
77551,4
32118,1
261829,1
124905,1
171597,3
153146,1
126751,4
290360,3
91388,1
320820,4
81152,1
137592,4
85286,1
312007,1
26537,1
35436,4
184864,4
305943,1
16979,4
78657,4
311179,1
258288,1
153896,1
442,1
112017,4
42593,4
191133,4
5638,1
80415,3
221007,4
263376,3
248653,1
78205,1
55529,1
314509,4
292959,1
17892,3
256101,3
186415,2
132123,3
187127,4
270224,1
277140,4
34159,4
129152,4
281423,1
48817,4
33875,4
132776,4
179408,4
129637,4
3423,4
116826,4
22339,1
266634,1
198531,4
20067,3
139342,1
214871,4
37879,3
45354,1
246630,4
68288,1
284185,1
106373,4
116468,3
307755,4
78496,4
157392,4
273445,4
155636,4
215262,4
89051,4
112401,4
236468,3
67387,4
111836,4
33828,4
124006,1
27992,4
157665,1
29773,3
204954,4
12929,4
57364,1
323066,1
14557,3
87711,4
146225,4
222031,1
32979,1
176854,1
305530,4
296739,4
265822,1
59916,4
124522,4
132473,4
101434,1
10942,1
223611,1
191198,3
66027,1
87267,1
297108,1
43961,1
52295,1
223685,1
55925,4
181859,1
148488,1
292236,4
23507,3
321992,4
203258,3
151400,4
41529,1
232383,4
14530,4
117747,1
8595,1
46968,3
153007,1
278945,4
84537,1
17450,1
233008,1
313235,1
124618,1
215005,1
251543,4
248998,1
219030,4
23928,4
305616,1
100557,4
265294,1
325174,1
309282,4
16977,1
11619,3
128496,1
309626,1
74960,4
218753,4
26141,3
88633,1
312842,4
86569,1
11211,4
308464,1
273361,4
90495,1
184662,1
153623,3
241728,4
319147,4
313637,3
294386,1
76564,4
57235,4
267276,1
261991,4
64424,4
286114,4
81580,4
69729,1
265473,4
19643,1
258180,3
319325,1
230833,1
266192,3
301596,1
302896,1
264380,4
210412,1
324766,4
161585,4
3670,4
313816,1
79695,2
284550,1
198061,4
89155,1
290175,1
269695,2
294002,1
317137,1
202178,1
259880,3
221538,4
224773,4
110076,1
319606,4
188527,1
210375,4
96773,4
65144,4
66914,4
116732,3
166800,1
82413,4
139726,1
82088,4
288071,1
13909,1
152700,1
24306,4
11146,1
317892,4
153401,1
275448,1
288259,1
12457,4
108681,4
205516,1
198818,3
115818,1
315661,3
110890,4
137090,4
76042,4
253673,4
58359,1
155885,3
129966,1
287815,1
186485,1
96864,1
276137,4
228208,1
79652,4
229459,4
140461,1
223414,4
281422,4
58721,1
178315,4
123028,1
40942,1
92901,3
24301,4
206855,4
281224,1
1412,1
20760,4
143419,3
99984,1
232879,4
129156,3
7847,3
44920,4
255116,4
19930,4
201752,1
50119,3
130727,1
252019,1
89683,3
223428,4
311050,1
228592,4
316991,4
236283,4
92049,4
239267,4
135495,4
41142,4
2993,3
248032,3
313531,4
252503,1
145719,4
319469,1
65968,4
85424,4
279705,4
157937,2
313723,4
190830,1
79011,4
278670,4
163216,1
231740,4
276570,1
258639,4
132883,4
133354,3
112953,3
152049,3
259185,4
170765,4
273818,4
237487,1
234691,4
5373,4
321570,1
247358,4
309558,3
104394,3
305950,2
65396,4
241390,4
302326,4
4457,4
47707,4
64494,4
209392,4
150314,1
114722,1
114045,4
233009,1
192053,1
9125,4
28416,3
37640,4
201506,4
251416,1
220820,4
169724,4
151241,1
115077,4
18726,4
234872,4
196242,1
174106,1
26182,4
176302,4
76844,1
110665,1
75531,4
256931,1
150114,3
191123,1
247231,1
211815,4
246557,1
315544,1
66319,4
62656,1
288490,4
227490,3
261553,4
110072,4
318595,3
94899,1
296705,4
95184,4
101717,3
126639,4
10587,1
210201,1
278827,4
158230,1
122777,2
90020,1
81477,1
172320,3
241059,4
270368,3
249684,2
105166,4
302380,4
60506,4
266197,3
118817,4
309511,1
147544,3
216124,3
295037,1
156138,4
2442,1
119294,4
153697,1
105892,4
31816,3
131888,4
191886,4
248121,1
114067,3
24617,1
92987,4
233275,3
20631,1
77315,1
89482,1
99140,1
135457,4
5843,1
8394,4
201910,4
266511,2
32902,4
152742,3
117534,4
149573,1
252996,4
222997,4
159197,4
234565,1
221487,1
209140,2
245337,1
246359,1
248755,3
261017,3
206887,1
32756,3
37253,4
177153,4
321133,4
154136,1
281726,3
90707,4
230125,4
151724,4
257464,3
36482,4
215951,4
265757,1
162266,4
27837,1
248693,3
130220,1
309395,4
150204,4
211692,4
113300,1
23610,1
58668,1
181633,4
112359,4
321458,4
294062,4
322446,3
64966,3
133561,1
155371,4
307122,4
246663,1
194649,4
307761,3
269408,4
8757,1
202575,3
262942,3
250657,4
238318,1
117079,1
247007,1
307834,2
117254,4
133085,1
292979,4
254844,1
214041,3
172868,1
28906,1
299694,3
196606,4
282133,3
216656,1
326481,1
219190,4
40711,3
101005,4
291355,1
21910,4
230802,4
271920,3
24924,4
96335,4
123532,1
198370,1
154964,4
134783,1
166294,3
301634,4
76610,1
267840,3
180146,3
214973,3
149394,3
199066,1
253946,4
321920,1
253665,1
115419,1
249886,1
324674,4
46319,1
320961,4
110611,3
160448,1
215927,4
5657,1
221833,4
308008,4
45455,1
7151,1
31309,1
269973,1
32186,1
32695,1
118702,1
201067,1
193713,4
100360,1
284552,2
203531,4
28446,1
303019,1
285261,3
110457,4
306727,4
4842,3
16109,4
106583,3
117277,1
212721,4
12544,4
202473,1
23685,3
278921,1
297344,1
169030,3
289514,1
238352,4
205114,1
106037,1
249371,1
204424,1
119000,1
230492,2
69077,4
276179,4
105165,4
280072,3
121194,4
1761,4
221645,1
98722,1
237521,1
312739,1
275302,1
78798,4
95512,1
286662,4
196894,4
115325,1
305171,1
692,4
224577,4
272985,3
62949,1
197645,1
92727,3
206574,1
282174,1
242204,3
169095,1
3132,3
182889,4
109124,3
84535,1
282946,1
304705,1
216066,1
147722,4
260312,4
115877,1
253566,4
71361,4
112705,4
320923,1
217123,4
82256,1
290422,4
96414,1
322431,4
23445,4
254950,1
214793,4
309687,1
145109,4
307870,3
133955,3
57868,1
281988,4
108067,1
33928,3
120296,4
121609,4
142481,1
72938,1
311381,3
179495,1
262276,4
122054,3
82558,1
106540,1
275471,4
260158,3
190474,3
240927,1
110798,1
88519,4
274679,1
238474,4
104356,1
305387,1
262680,1
236399,1
149797,1
13670,1
230124,4
294106,1
300191,3
304299,3
73198,1
212898,4
170883,3
212546,1
61165,1
232323,1
233399,1
278856,1
147597,3
179042,1
274726,4
86405,4
206505,1
232315,4
83685,4
185801,4
96923,4
21231,4
243373,3
118604,4
86801,1
266638,1
292731,1
269093,1
218354,4
252729,4
289089,4
223528,4
166069,1
257723,4
198984,1
41494,1
181634,1
41691,1
290631,1
47897,1
244405,3
49130,4
20815,3
71625,4
246412,3
98737,4
168726,4
156942,1
132635,3
135814,3
243638,4
207912,1
96026,4
207321,4
308636,1
5379,4
170335,1
237833,4
302747,3
36346,3
183050,4
161608,1
99035,1
113802,4
35876,4
267407,1
298232,3
38917,1
9182,3
90833,1
285464,3
110435,4
117108,1
315107,4
216803,1
43215,4
203161,4
246507,3
62744,1
257449,1
254180,1
291981,1
158627,1
263511,3
101652,4
293461,3
186743,1
181084,1
135387,1
233777,4
278349,1
241238,1
158682,1
268341,4
127880,1
199650,1
228067,1
218820,4
76698,4
128938,4
310854,4
188525,4
43297,4
197627,1
316377,1
107637,3
308126,1
894,1
203879,4
161525,4
240959,4
205622,4
297879,1
48186,1
260358,1
11592,4
103913,1
223188,4
22745,4
169544,1
295968,1
97571,1
109004,4
15152,1
